TBPT, DEFI ,0.000000000000000000,850
TBPT, DEFI ,7.54159495403237e-05,860.867374567566
TBPT, DEFI ,7.68524208214164e-05,864.000329200439
TBPT, DEFI ,7.83000988336027e-05,867.141251406642
TBPT, DEFI ,7.97365456545801e-05,870.240962073469
TBPT, DEFI ,8.12129634535814e-05,873.408928649602
TBPT, DEFI ,8.27036004376292e-05,876.588376111255
TBPT, DEFI ,8.41839360011523e-05,879.726419237637
TBPT, DEFI ,8.57159328798065e-05,882.953060668659
TBPT, DEFI ,8.71941893142618e-05,886.045862695215
TBPT, DEFI ,8.86978793425437e-05,889.170593130808
TBPT, DEFI ,9.02651956836359e-05,892.404206717931
TBPT, DEFI ,9.1848823696161e-05,895.646790962538
TBPT, DEFI ,9.3371385315867e-05,898.740503008025
TBPT, DEFI ,9.49139881106318e-05,901.850697129473
TBPT, DEFI ,9.64838300744212e-05,904.990369393653
TBPT, DEFI ,9.80257367695194e-05,908.048830440944
TBPT, DEFI ,9.96357501768927e-05,911.215232453963
TBPT, DEFI ,0.000101241452754948,914.345203224577
TBPT, DEFI ,0.000102878830741168,917.507866946129
TBPT, DEFI ,0.000104539999532971,920.686227714862
TBPT, DEFI ,0.000106115948546,923.673144055824
TBPT, DEFI ,0.000107770084755426,926.778318796625
TBPT, DEFI ,0.000109492523678497,929.978957309592
TBPT, DEFI ,0.000111202950280696,933.124065296441
TBPT, DEFI ,0.000113009858540946,936.410527040189
TBPT, DEFI ,0.000114787619233319,939.60775669847
TBPT, DEFI ,0.000116567823750475,942.773364188252
TBPT, DEFI ,0.000118442645695465,946.068282757379
TBPT, DEFI ,0.000120210684979535,949.139002604092
TBPT, DEFI ,0.000121993917461942,952.200295381595
TBPT, DEFI ,0.000123861607281816,955.368167839291
TBPT, DEFI ,0.000125705930451972,958.458039270163
TBPT, DEFI ,0.000127581853784961,961.561979945487
TBPT, DEFI ,0.000129484650357328,964.670622290781
TBPT, DEFI ,0.000131539760693563,967.983494855362
TBPT, DEFI ,0.000133497737583328,971.097097205116
TBPT, DEFI ,0.000135395844819879,974.076134294965
TBPT, DEFI ,0.0001374000011975,977.180015157539
TBPT, DEFI ,0.000139487407416141,980.367939697051
TBPT, DEFI ,0.000141547845144175,983.470342429867
TBPT, DEFI ,0.000143725159921134,986.701533169785
TBPT, DEFI ,0.000145901290621179,989.883233279856
TBPT, DEFI ,0.0001480441430333,992.970380188971
TBPT, DEFI ,0.000150262019707933,996.118437437505
TBPT, DEFI ,0.000152395300479938,999.101907032571
TBPT, DEFI ,0.000154627981195705,1002.17846925815
TBPT, DEFI ,0.000156974154282351,1005.36174311434
